28,SM Katich,1975-08-21,Left-hand bat,Slow left-arm chinaman,Australia
187,DA Warner,1986-10-27,Left-hand bat,Legbreak,Australia
405,PJ Cummins,1993-05-08,Right-hand bat,Right-arm fast,Australia
66,B Lee,1976-11-08,Right-hand bat,Right-arm fast,Australia
188,RJ Harris,1979-10-11,Right-hand bat,Right-arm fast,Australia
238,SW Tait,1983-02-22,Right-hand bat,Right-arm fast,Australia
371,NM Coulter-Nile,1987-10-11,Right-hand bat,Right-arm fast,Australia
289,AC Blizzard,1984-06-27,Left-hand bat,Left-arm medium,Australia
182,LA Carseldine,1975-11-17,Left-hand bat,Left-arm medium,Australia
378,MA Starc,1990-01-30,Left-hand bat,Left-arm fast,Australia
223,DP Nannes,1976-05-16,Right-hand bat,Left-arm fast,Australia
285,TR Birt,1981-12-09,Left-hand bat,Right-arm medium,Australia
105,Umar Gul,1984-04-14,Right-hand bat,Right-arm fast-medium,Pakistan
179,Shoaib Ahmed,1990-08-17,Right-hand bat,Right-arm fast-medium,Pakistan
69,Kamran Akmal,1982-01-13,Right-hand bat,Right-arm medium,Pakistan
144,Shoaib Akhtar,1975-08-13,Right-hand bat,Right-arm fast,Pakistan
86,Shoaib Malik,1982-02-01,Right-hand bat,Right-arm offbreak,Pakistan
70,Shahid Afridi,1980-03-01,Right-hand bat,Legbreak googly,Pakistan
113,Misbah-ul-Haq,1974-05-28,Right-hand bat,Legbreak,Pakistan
103,Salman Butt,1984-10-07,Left-hand bat,Right-arm offbreak,Pakistan
5,Mohammad Hafeez,1980-10-17,Right-hand bat,Right-arm offbreak,Pakistan
141,Younis Khan,1977-11-29,Right-hand bat,Right-arm medium,Pakistan
321,Azhar Mahmood,1975-02-28,Right-hand bat,Right-arm fast-medium,Pakistan
117,Mohammad Asif,1982-12-20,Left-hand bat,Right-arm fast-medium,Pakistan
102,Sohail Tanvir,1984-12-12,Left-hand bat,Left-arm medium-fast,Pakistan
149,CRD Fernando,1979-07-19,Right-hand bat,Right-arm fast-medium,Sri Lanka
324,KMDN Kulasekara,1982-07-22,Right-hand bat,Right-arm fast-medium,Sri Lanka
191,AD Mathews,1987-06-02,Right-hand bat,Right-arm fast-medium,Sri Lanka
348,BMAJ Mendis,1983-01-15,Left-hand bat,Legbreak,Sri Lanka
121,M Muralitharan,1972-04-17,Right-hand bat,Right-arm offbreak,Sri Lanka
111,LPC Silva,1979-12-14,Right-hand bat,Legbreak,Sri Lanka
174,BAW Mendis,1985-03-11,Right-hand bat,Right-arm offbreak,Sri Lanka
352,SMSM Senanayake,1985-02-09,Right-hand bat,Right-arm offbreak,Sri Lanka
278,S Randiv,1985-01-30,Right-hand bat,Right-arm offbreak,Sri Lanka
135,TM Dilshan,1976-10-14,Right-hand bat,Right-arm offbreak,Sri Lanka
341,MDKJ Perera,1990-08-17,Left-hand bat,Right-arm medium,Sri Lanka
26,KC Sangakkara,1977-10-27,Left-hand bat,Right-arm offbreak,Sri Lanka
194,SL Malinga,1983-08-28,Right-hand bat,Right-arm fast,Sri Lanka
64,DPMD Jayawardene,1977-05-27,Right-hand bat,Right-arm medium,Sri Lanka
127,CK Kapugedera,1987-02-24,Right-hand bat,Right-arm medium,Sri Lanka
98,DNT Zoysa,1978-05-13,Left-hand bat,Left-arm fast-medium,Sri Lanka
60,WPUJC Vaas,1974-01-27,Left-hand bat,Left-arm fast-medium,Sri Lanka
156,T Thushara,1981-03-01,Left-hand bat,Left-arm fast-medium,Sri Lanka
44,ST Jayasuriya,1969-06-30,Left-hand bat,Slow left-arm orthodox,Sri Lanka
280,NLTC Perera,1989-04-03,Left-hand bat,Right-arm medium-fast,Sri Lanka
362,DJG Sammy,1983-12-20,Right-hand bat,Right-arm medium-fast,West Indies
315,SP Narine,1988-05-26,Left-hand bat,Right-arm offbreak,West Indies
408,CR Brathwaite,1988-07-18,Right-hand bat,Right-arm fast-medium,West Indies
162,CH Gayle,1979-09-21,Left-hand bat,Right-arm offbreak,West Indies
309,KK Cooper,1989-02-16,Right-hand bat,Right-arm medium,West Indies
221,KA Pollard,1987-05-12,Right-hand bat,Right-arm medium-fast,West Indies
349,R Rampaul,1984-10-15,Left-hand bat,Right-arm fast-medium,West Indies
383,LMP Simmons,1985-01-25,Right-hand bat,Right-arm medium-fast,West Indies
391,JO Holder,1991-11-05,Right-hand bat,Right-arm medium-fast,West Indies
452,S Badree,1981-03-09,Right-hand bat,Legbreak,West Indies
165,FH Edwards,1982-02-06,Right-hand bat,Right-arm fast,West Indies
76,RR Sarwan,1980-06-23,Right-hand bat,Legbreak,West Indies
51,S Chanderpaul,1974-08-16,Left-hand bat,Legbreak,West Indies
240,KAJ Roach,1988-06-30,Right-hand bat,Right-arm fast,West Indies
334,AD Russell,1988-04-29,Right-hand bat,Right-arm fast,West Indies
456,K Santokie,1984-12-20,Left-hand bat,Left-arm medium,West Indies
71,DJ Bravo,1983-10-07,Right-hand bat,Right-arm medium-fast,West Indies
147,DR Smith,1983-04-12,Right-hand bat,Right-arm medium,West Indies
307,MN Samuels,1981-02-05,Right-hand bat,Right-arm offbreak,West Indies
129,T Taibu,1983-05-14,Right-hand bat,Right-arm medium,Zimbabwea
449,RW Price,1976-06-12,Right-hand bat,Slow left-arm orthodox,Zimbabwea
155,A Flintoff,1977-12-06,Right-hand bat,Right-arm fast-medium,England
224,MJ Lumb,1980-02-12,Left-hand bat,Right-arm medium,England
180,GR Napier,1980-01-06,Right-hand bat,Right-arm medium,England
216,EJG Morgan,1986-09-10,Left-hand bat,Right-arm medium,England
407,JC Buttler,1990-09-08,Right-hand bat,Right-arm medium,England
421,SW Billings,1991-06-15,Right-hand bat,Right-arm medium,England
358,LJ Wright,1985-03-07,Right-hand bat,Right-arm medium-fast,England
241,PD Collingwood,1976-05-26,Right-hand bat,Right-arm medium,England
434,CJ Jordan,1988-10-04,Right-hand bat,Right-arm fast-medium,England
137,AD Mascarenhas,1977-10-30,Right-hand bat,Right-arm fast-medium,England
161,RS Bopara,1985-05-04,Right-hand bat,Right-arm medium,England
242,CK Langeveldt,1974-12-17,Right-hand bat,Right-arm fast-medium,England
274,AC Thomas,1977-02-09,Right-hand bat,Right-arm fast-medium,England
204,OA Shah,1978-10-22,Right-hand bat,Right-arm offbreak,England
195,Mashrafe Mortaza,1983-10-05,Right-hand bat,Right-arm fast-medium,Bangladesh
460,Mustafizur Rahman,1995-09-06,Left-hand bat,Left-arm fast-medium,Bangladesh
276,Shakib Al Hasan,1987-03-24,Left-hand bat,Slow left-arm orthodox,Bangladesh
202,Mohammad Ashraful,1984-07-07,Right-hand bat,Right-arm offbreak,Bangladesh
145,Abdur Razzak,1982-06-15,Left-hand bat,Slow left-arm orthodox,Bangladesh
284,RN ten Doeschate,1980-06-30,Right-hand bat,Right-arm medium-fast,Netherlands
